bank_id,systemic_risk_label,log_systemic_risk_label
443,1,0.6931471805599453
444,26,3.295836866004329
445,14,2.70805020110221
446,1,0.6931471805599453
447,1,0.6931471805599453
448,2,1.0986122886681098
449,2,1.0986122886681098
450,1,0.6931471805599453
451,1,0.6931471805599453
452,2,1.0986122886681098
453,2,1.0986122886681098
454,12,2.5649493574615367
455,2,1.0986122886681098
456,3,1.3862943611198906
457,1,0.6931471805599453
458,4,1.6094379124341003
459,2,1.0986122886681098
460,1,0.6931471805599453
461,1,0.6931471805599453
462,2,1.0986122886681098
463,2,1.0986122886681098
464,21,3.091042453358316
465,1,0.6931471805599453
466,1,0.6931471805599453
467,16,2.833213344056216
468,1,0.6931471805599453
469,1,0.6931471805599453
470,28,3.367295829986474
471,7,2.0794415416798357
472,1,0.6931471805599453
473,1,0.6931471805599453
474,149,5.0106352940962555
475,55,4.02535169073515
476,1,0.6931471805599453
477,3,1.3862943611198906
478,2,1.0986122886681098
479,2,1.0986122886681098
480,42,3.7612001156935624
481,1,0.6931471805599453
482,23,3.1780538303479458
483,1,0.6931471805599453
484,3,1.3862943611198906
485,71,4.276666119016055
486,3,1.3862943611198906
487,4,1.6094379124341003
488,4,1.6094379124341003
489,2,1.0986122886681098
490,1,0.6931471805599453
491,2,1.0986122886681098
492,2,1.0986122886681098
493,8,2.1972245773362196
494,1,0.6931471805599453
495,1,0.6931471805599453
496,9,2.302585092994046
497,1,0.6931471805599453
498,1,0.6931471805599453
499,1,0.6931471805599453
500,2,1.0986122886681098
501,68,4.23410650459726
502,2,1.0986122886681098
503,30,3.4339872044851463
504,1,0.6931471805599453
505,5,1.791759469228055
506,21,3.091042453358316
507,2,1.0986122886681098
508,3,1.3862943611198906
509,1,0.6931471805599453
510,1,0.6931471805599453
511,3,1.3862943611198906
512,3,1.3862943611198906
513,92,4.532599493153256
514,1,0.6931471805599453
515,63,4.1588830833596715
516,1,0.6931471805599453
517,1,0.6931471805599453
518,1,0.6931471805599453
519,1,0.6931471805599453
520,7,2.0794415416798357
521,4,1.6094379124341003
522,3,1.3862943611198906
523,8,2.1972245773362196
524,1,0.6931471805599453
525,2,1.0986122886681098
526,10,2.3978952727983707
527,4,1.6094379124341003
528,1,0.6931471805599453
529,1,0.6931471805599453
530,126,4.844187086458591
531,1,0.6931471805599453
532,3,1.3862943611198906
533,1,0.6931471805599453
534,1,0.6931471805599453
535,2,1.0986122886681098
536,2,1.0986122886681098
537,151,5.0238805208462765
538,13,2.6390573296152584
539,1,0.6931471805599453
540,9,2.302585092994046
541,50,3.9318256327243257
542,33,3.5263605246161616
543,3,1.3862943611198906
544,20,3.044522437723423
545,16,2.833213344056216
546,1,0.6931471805599453
547,1,0.6931471805599453
548,1,0.6931471805599453
549,2,1.0986122886681098
550,1,0.6931471805599453
551,2,1.0986122886681098
552,4,1.6094379124341003
553,2,1.0986122886681098
554,6,1.9459101490553132
555,19,2.995732273553991
556,1,0.6931471805599453
557,3,1.3862943611198906
558,1,0.6931471805599453
559,2,1.0986122886681098
560,24,3.2188758248682006
561,2,1.0986122886681098
562,12,2.5649493574615367
563,1,0.6931471805599453
564,154,5.043425116919247
565,1,0.6931471805599453
566,22,3.1354942159291497
567,4,1.6094379124341003
568,1,0.6931471805599453
569,1,0.6931471805599453
570,2,1.0986122886681098
571,1,0.6931471805599453
572,32,3.4965075614664802
573,1,0.6931471805599453
574,1,0.6931471805599453
575,2,1.0986122886681098
576,1,0.6931471805599453
577,17,2.8903717578961645
578,1,0.6931471805599453
579,4,1.6094379124341003
580,2,1.0986122886681098
581,1,0.6931471805599453
582,1,0.6931471805599453
583,5,1.791759469228055
584,4,1.6094379124341003
585,2,1.0986122886681098
586,1,0.6931471805599453
587,10,2.3978952727983707
588,7,2.0794415416798357
589,3,1.3862943611198906
590,3,1.3862943611198906
591,1,0.6931471805599453
592,1,0.6931471805599453
593,39,3.6888794541139363
594,2,1.0986122886681098
595,2,1.0986122886681098
596,3,1.3862943611198906
597,22,3.1354942159291497
598,40,3.713572066704308
599,5,1.791759469228055
600,1,0.6931471805599453
601,1,0.6931471805599453
602,1,0.6931471805599453
603,6,1.9459101490553132
604,11,2.4849066497880004
605,1,0.6931471805599453
606,26,3.295836866004329
607,5,1.791759469228055
608,8,2.1972245773362196
609,1,0.6931471805599453
610,1,0.6931471805599453
611,5,1.791759469228055
612,1,0.6931471805599453
613,12,2.5649493574615367
614,4,1.6094379124341003
615,1,0.6931471805599453
616,1,0.6931471805599453
617,1,0.6931471805599453
618,3,1.3862943611198906
619,12,2.5649493574615367
620,24,3.2188758248682006
621,8,2.1972245773362196
622,1,0.6931471805599453
623,2,1.0986122886681098
624,1,0.6931471805599453
625,3,1.3862943611198906
626,1,0.6931471805599453
627,138,4.9344739331306915
628,3,1.3862943611198906
629,1,0.6931471805599453
630,3,1.3862943611198906
631,3,1.3862943611198906
632,1,0.6931471805599453
633,7,2.0794415416798357
634,4,1.6094379124341003
635,34,3.5553480614894135
636,6,1.9459101490553132
637,1,0.6931471805599453
638,14,2.70805020110221
639,1,0.6931471805599453
640,1,0.6931471805599453
641,3,1.3862943611198906
642,69,4.248495242049359
643,1,0.6931471805599453
644,4,1.6094379124341003
645,1,0.6931471805599453
646,1,0.6931471805599453
647,9,2.302585092994046
648,21,3.091042453358316
649,4,1.6094379124341003
650,4,1.6094379124341003
651,7,2.0794415416798357
652,6,1.9459101490553132
653,3,1.3862943611198906
654,2,1.0986122886681098
655,5,1.791759469228055
656,12,2.5649493574615367
657,5,1.791759469228055
658,30,3.4339872044851463
659,1,0.6931471805599453
660,5,1.791759469228055
661,1,0.6931471805599453
662,1,0.6931471805599453
663,314,5.752572638825633
664,1,0.6931471805599453
665,2,1.0986122886681098
666,1,0.6931471805599453
667,1,0.6931471805599453
668,2,1.0986122886681098
669,13,2.6390573296152584
670,1,0.6931471805599453
671,1,0.6931471805599453
672,33,3.5263605246161616
673,5,1.791759469228055
674,1,0.6931471805599453
675,3,1.3862943611198906
676,1,0.6931471805599453
677,1,0.6931471805599453
678,8,2.1972245773362196
679,6,1.9459101490553132
680,5,1.791759469228055
681,1,0.6931471805599453
682,3,1.3862943611198906
683,34,3.5553480614894135
684,1,0.6931471805599453
685,3,1.3862943611198906
686,1,0.6931471805599453
687,2,1.0986122886681098
688,1,0.6931471805599453
689,8,2.1972245773362196
690,7,2.0794415416798357
691,2,1.0986122886681098
692,1,0.6931471805599453
693,1,0.6931471805599453
694,1,0.6931471805599453
695,8,2.1972245773362196
696,2,1.0986122886681098
697,3,1.3862943611198906
698,3,1.3862943611198906
699,1,0.6931471805599453
700,3,1.3862943611198906
701,3,1.3862943611198906
702,5,1.791759469228055
703,2,1.0986122886681098
704,1,0.6931471805599453
705,6,1.9459101490553132
706,1,0.6931471805599453
707,1,0.6931471805599453
708,12,2.5649493574615367
709,1,0.6931471805599453
710,19,2.995732273553991
711,10,2.3978952727983707
712,1,0.6931471805599453
713,1,0.6931471805599453
714,19,2.995732273553991
715,1,0.6931471805599453
716,11,2.4849066497880004
717,1,0.6931471805599453
718,35,3.58351893845611
719,20,3.044522437723423
720,73,4.30406509320417
721,1,0.6931471805599453
722,5,1.791759469228055
723,2,1.0986122886681098
724,2,1.0986122886681098
725,4,1.6094379124341003
726,21,3.091042453358316
727,4,1.6094379124341003
728,1,0.6931471805599453
729,1,0.6931471805599453
730,2,1.0986122886681098
731,1,0.6931471805599453
732,25,3.258096538021482
733,5,1.791759469228055
734,5,1.791759469228055
735,37,3.6375861597263857
736,1,0.6931471805599453
737,1,0.6931471805599453
738,2,1.0986122886681098
739,4,1.6094379124341003
740,3,1.3862943611198906
741,2,1.0986122886681098
742,1,0.6931471805599453
743,5,1.791759469228055
744,2,1.0986122886681098
745,1,0.6931471805599453
746,2,1.0986122886681098
747,1,0.6931471805599453
748,1,0.6931471805599453
749,8,2.1972245773362196
750,1,0.6931471805599453
751,14,2.70805020110221
752,6,1.9459101490553132
753,1,0.6931471805599453
754,1,0.6931471805599453
755,132,4.890349128221754
756,1,0.6931471805599453
757,2,1.0986122886681098
758,3,1.3862943611198906
759,1,0.6931471805599453
760,1,0.6931471805599453
761,1,0.6931471805599453
762,1,0.6931471805599453
763,8,2.1972245773362196
764,4,1.6094379124341003
765,4,1.6094379124341003
766,80,4.394449154672439
767,1,0.6931471805599453
768,2,1.0986122886681098
769,1,0.6931471805599453
770,5,1.791759469228055
771,1,0.6931471805599453
772,1,0.6931471805599453
773,3,1.3862943611198906
774,62,4.143134726391533
775,5,1.791759469228055
776,1,0.6931471805599453
777,4,1.6094379124341003
778,5,1.791759469228055
779,9,2.302585092994046
780,2,1.0986122886681098
781,1,0.6931471805599453
782,18,2.9444389791664403
783,7,2.0794415416798357
784,1,0.6931471805599453
785,137,4.927253685157205
786,1,0.6931471805599453
787,1,0.6931471805599453
788,1,0.6931471805599453
789,3,1.3862943611198906
790,31,3.4657359027997265
791,2,1.0986122886681098
792,1,0.6931471805599453
793,1,0.6931471805599453
794,7,2.0794415416798357
795,9,2.302585092994046
796,4,1.6094379124341003
797,1,0.6931471805599453
798,6,1.9459101490553132
799,53,3.9889840465642745
800,1,0.6931471805599453
801,17,2.8903717578961645
802,2,1.0986122886681098
803,1,0.6931471805599453
804,20,3.044522437723423
805,12,2.5649493574615367
806,5,1.791759469228055
807,16,2.833213344056216
808,1,0.6931471805599453
809,1,0.6931471805599453
810,15,2.772588722239781
811,1,0.6931471805599453
812,1,0.6931471805599453
813,5,1.791759469228055
814,2,1.0986122886681098
815,1,0.6931471805599453
816,4,1.6094379124341003
817,3,1.3862943611198906
818,1,0.6931471805599453
819,2,1.0986122886681098
820,1,0.6931471805599453
821,1,0.6931471805599453
822,1,0.6931471805599453
823,1,0.6931471805599453
824,2,1.0986122886681098
825,1,0.6931471805599453
826,6,1.9459101490553132
827,6,1.9459101490553132
828,8,2.1972245773362196
829,1,0.6931471805599453
830,4,1.6094379124341003
831,2,1.0986122886681098
832,1,0.6931471805599453
833,1,0.6931471805599453
834,2,1.0986122886681098
835,2,1.0986122886681098
836,2,1.0986122886681098
837,1,0.6931471805599453
838,2,1.0986122886681098
839,45,3.828641396489095
840,4,1.6094379124341003
841,82,4.418840607796598
842,44,3.8066624897703196
843,4,1.6094379124341003
844,1,0.6931471805599453
845,3,1.3862943611198906
846,41,3.7376696182833684
847,103,4.6443908991413725
848,1,0.6931471805599453
849,2,1.0986122886681098
850,1,0.6931471805599453
851,1,0.6931471805599453
852,5,1.791759469228055
853,8,2.1972245773362196
854,4,1.6094379124341003
855,3,1.3862943611198906
856,1,0.6931471805599453
857,2,1.0986122886681098
858,2,1.0986122886681098
859,97,4.584967478670572
860,1,0.6931471805599453
861,2,1.0986122886681098
862,20,3.044522437723423
863,8,2.1972245773362196
864,1,0.6931471805599453
865,12,2.5649493574615367
866,2,1.0986122886681098
867,2,1.0986122886681098
868,6,1.9459101490553132
869,1,0.6931471805599453
870,1,0.6931471805599453
871,1,0.6931471805599453
872,45,3.828641396489095
873,1,0.6931471805599453
874,1,0.6931471805599453
875,52,3.970291913552122
876,4,1.6094379124341003
877,2,1.0986122886681098
878,1,0.6931471805599453
879,16,2.833213344056216
880,4,1.6094379124341003
881,2,1.0986122886681098
882,10,2.3978952727983707
883,1,0.6931471805599453
884,334,5.814130531825066
885,3,1.3862943611198906
886,4,1.6094379124341003
887,4,1.6094379124341003
888,1,0.6931471805599453
889,1,0.6931471805599453
890,1,0.6931471805599453
891,2,1.0986122886681098
892,18,2.9444389791664403
893,2,1.0986122886681098
894,1,0.6931471805599453
895,1,0.6931471805599453
896,1,0.6931471805599453
897,3,1.3862943611198906
898,12,2.5649493574615367
899,4,1.6094379124341003
900,4,1.6094379124341003
901,3,1.3862943611198906
902,7,2.0794415416798357
903,2,1.0986122886681098
904,11,2.4849066497880004
905,2,1.0986122886681098
906,2,1.0986122886681098
907,11,2.4849066497880004
908,7,2.0794415416798357
909,1,0.6931471805599453
910,1,0.6931471805599453
911,3,1.3862943611198906
912,2,1.0986122886681098
913,9,2.302585092994046
914,3,1.3862943611198906
915,3,1.3862943611198906
916,9,2.302585092994046
917,1,0.6931471805599453
918,1,0.6931471805599453
919,78,4.3694478524670215
920,1,0.6931471805599453
921,1,0.6931471805599453
922,2,1.0986122886681098
923,1,0.6931471805599453
924,52,3.970291913552122
925,1,0.6931471805599453
926,93,4.543294782270004
927,2,1.0986122886681098
928,1,0.6931471805599453
929,2,1.0986122886681098
930,1,0.6931471805599453
931,1,0.6931471805599453
932,2,1.0986122886681098
933,4,1.6094379124341003
934,2,1.0986122886681098
935,4,1.6094379124341003
936,1,0.6931471805599453
937,3,1.3862943611198906
938,1,0.6931471805599453
939,61,4.127134385045092
940,5,1.791759469228055
941,1,0.6931471805599453
942,6,1.9459101490553132
943,1,0.6931471805599453
944,1,0.6931471805599453
945,8,2.1972245773362196
946,3,1.3862943611198906
947,2,1.0986122886681098
948,3,1.3862943611198906
949,3,1.3862943611198906
950,1,0.6931471805599453
951,1,0.6931471805599453
952,2,1.0986122886681098
953,3,1.3862943611198906
954,7,2.0794415416798357
955,1,0.6931471805599453
956,1,0.6931471805599453
957,4,1.6094379124341003
958,1,0.6931471805599453
959,4,1.6094379124341003
960,2,1.0986122886681098
961,3,1.3862943611198906
962,1,0.6931471805599453
963,7,2.0794415416798357
964,1,0.6931471805599453
965,17,2.8903717578961645
966,73,4.30406509320417
967,1,0.6931471805599453
968,1,0.6931471805599453
969,2,1.0986122886681098
970,1,0.6931471805599453
971,1,0.6931471805599453
972,1,0.6931471805599453
973,1,0.6931471805599453
974,1,0.6931471805599453
975,1,0.6931471805599453
976,6,1.9459101490553132
977,2,1.0986122886681098
978,131,4.882801922586371
979,5,1.791759469228055
980,1,0.6931471805599453
981,36,3.6109179126442243
982,16,2.833213344056216
983,11,2.4849066497880004
984,4,1.6094379124341003
985,2,1.0986122886681098
986,3,1.3862943611198906
987,8,2.1972245773362196
988,1,0.6931471805599453
989,4,1.6094379124341003
990,8,2.1972245773362196
991,5,1.791759469228055
992,1,0.6931471805599453
993,7,2.0794415416798357
994,1,0.6931471805599453
995,2,1.0986122886681098
996,1,0.6931471805599453
997,37,3.6375861597263857
998,1,0.6931471805599453
999,1,0.6931471805599453
1000,39,3.6888794541139363
1001,2,1.0986122886681098
1002,1,0.6931471805599453
1003,1,0.6931471805599453
1004,35,3.58351893845611
1005,4,1.6094379124341003
1006,1,0.6931471805599453
1007,31,3.4657359027997265
1008,2,1.0986122886681098
1009,1,0.6931471805599453
1010,1,0.6931471805599453
1011,34,3.5553480614894135
1012,23,3.1780538303479458
1013,1,0.6931471805599453
1014,1,0.6931471805599453
1015,5,1.791759469228055
1016,1,0.6931471805599453
1017,1,0.6931471805599453
1018,1,0.6931471805599453
1019,2,1.0986122886681098
1020,1,0.6931471805599453
1021,1,0.6931471805599453
1022,1,0.6931471805599453
1023,1,0.6931471805599453
1024,1,0.6931471805599453
1025,7,2.0794415416798357
1026,4,1.6094379124341003
1027,1,0.6931471805599453
1028,3,1.3862943611198906
1029,4,1.6094379124341003
1030,1,0.6931471805599453
1031,1,0.6931471805599453
1032,1,0.6931471805599453
1033,11,2.4849066497880004
1034,2,1.0986122886681098
1035,64,4.174387269895637
1036,1,0.6931471805599453
1037,21,3.091042453358316
1038,1,0.6931471805599453
1039,11,2.4849066497880004
1040,1,0.6931471805599453
1041,1,0.6931471805599453
1042,1,0.6931471805599453
1043,1,0.6931471805599453
1044,1,0.6931471805599453
1045,1,0.6931471805599453
1046,1,0.6931471805599453
1047,10,2.3978952727983707
1048,1,0.6931471805599453
1049,4,1.6094379124341003
1050,1,0.6931471805599453
1051,4,1.6094379124341003
1052,4,1.6094379124341003
1053,1,0.6931471805599453
1054,6,1.9459101490553132
1055,21,3.091042453358316
1056,1,0.6931471805599453
1057,1,0.6931471805599453
1058,2,1.0986122886681098
1059,15,2.772588722239781
1060,1,0.6931471805599453
1061,4,1.6094379124341003
1062,3,1.3862943611198906
1063,4,1.6094379124341003
1064,1,0.6931471805599453
1065,4,1.6094379124341003
1066,1,0.6931471805599453
1067,2,1.0986122886681098
1068,1,0.6931471805599453
1069,14,2.70805020110221
1070,4,1.6094379124341003
1071,3,1.3862943611198906
1072,9,2.302585092994046
1073,18,2.9444389791664403
1074,111,4.718498871295094
1075,1,0.6931471805599453
1076,1,0.6931471805599453
1077,1,0.6931471805599453
1078,1,0.6931471805599453
